Event	ID	Name			Wwise Object Path	Notes
	261900158	Play_Presure_plate_compress			\Default Work Unit\Presure_plate\Play_Presure_plate_compress	
	2039851942	Play_Solving_a_Puzzle__Sief_Arrangement__1			\Default Work Unit\Music\Play_Solving_a_Puzzle__Sief_Arrangement__1	
	2296124049	Play_JumpBegin			\Default Work Unit\Character\Jump\Play_JumpBegin	
	2323405115	Play_Landing			\Default Work Unit\Character\Landing\Play_Landing	
	2388497063	Play_Lonely			\Default Work Unit\Music\Play_Lonely	
	2662844813	Play_TempleBunker_2			\Default Work Unit\Music\Play_TempleBunker_2	
	3330584343	Play_Presure_plate_decompress			\Default Work Unit\Presure_plate\Play_Presure_plate_decompress	
	3431095223	Play_Bunker_3_1			\Default Work Unit\Music\Play_Bunker_3_1	
	3847695549	Play_Solving_a_puzzle			\Default Work Unit\Music\Play_Solving_a_puzzle	
	3854155799	Play_Footsteps			\Default Work Unit\Character\Walking\Play_Footsteps	
	4114669316	Play_Tension			\Default Work Unit\Music\Play_Tension	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	Footsteps			\Default Work Unit\Footsteps	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Footsteps			
	1216965916	Stone	Footsteps			
	2058049674	Wood	Footsteps			
	2195636714	Dirt	Footsteps			
	2654748154	Water	Footsteps			
	4248645337	Grass	Footsteps			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	53791480	zandloop_03	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\zandloop_03_42021BD2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\landing\step2\zandloop_03		76850
	68380245	steenloop 3	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\steenloop 3_1FF91BD0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps stone\steenloop 3		65732
	69516150	PM_SDGS_186 Footstep Step Dry Grass Shrubs Pine Needles Meadow	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\PMSFX - STEPS Dry Grass & Shrubs\PM_SDGS_186 Footstep Step Dry Grass Shrubs Pine Needles Meadow _A98966F8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\footsteps Dirt\PM_SDGS_186 Footstep Step Dry Grass Shrubs Pine Needles Meadow		25860
	80412620	water step4	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Water\water step4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footstep Water\water step4		51292
	121198613	lopen op hout_05	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\lopen op hout_05_A60FF654.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Wood\lopen op hout_05		33676
	145836393	Presure plate2	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Presure plate2_889D920B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Plates\Presure plate2		119614
	147472232	PM_SDGS_113 Footstep Step Dry Grass Shrubs Pine Needles Meadow	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\PMSFX - STEPS Dry Grass & Shrubs\PM_SDGS_113 Footstep Step Dry Grass Shrubs Pine Needles Meadow _49B139CB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\footsteps Dirt\PM_SDGS_113 Footstep Step Dry Grass Shrubs Pine Needles Meadow		36602
	174656164	Tension	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Tension_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Tension		6513660
	178899459	Presure plate1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Presure plate1_0CD3143B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Plates\Presure plate1		99734
	196686994	Solving a Puzzle (Sief Arrangement)_1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Solving a Puzzle (Sief Arrangement)_1_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Solving a Puzzle (Sief Arrangement)_1		18365436
	230689832	Ebo Jump3	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump3_2FC1C9EA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump3		38320
	253165710	Ebo Jump7	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump7_9F56B452.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump7		37256
	282891463	grasloop_02	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\grasloop_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Grass\grasloop_02		45628
	289688904	PM_SDGS_186 Footstep Step Dry Grass Shrubs Pine Needles Meadow	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\PMSFX - STEPS Dry Grass & Shrubs\PM_SDGS_186 Footstep Step Dry Grass Shrubs Pine Needles Meadow _D0E69551.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\landing\step2\PM_SDGS_186 Footstep Step Dry Grass Shrubs Pine Needles Meadow		27836
	301709278	water step 1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Water\water step 1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footstep Water\water step 1		48732
	334383187	zandloop_03	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\zandloop_03_B11C9B57.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps sand\zandloop_03		85432
	355703800	zandloop_01	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\zandloop_01_ED2CD4E5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps sand\zandloop_01		67480
	370566928	steenloop 2	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\steenloop 2_872D3856.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps stone\steenloop 2		40898
	374274075	Steenloop 1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Steenloop 1_07D8B3DD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps stone\Steenloop 1		49692
	394555763	Ebo Jump6	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump6_ED682E30.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump6		42060
	409616183	Solving-a-puzzle	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Solving-a-puzzle_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Solving-a-puzzle		16865344
	434089419	lopen op hout_03	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\lopen op hout_03_A222ED40.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Wood\lopen op hout_03		37542
	461181637	TempleBunker_2	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\TempleBunker_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\TempleBunker_2		17273340
